TIME	ALTITUDE	ORIENTATION_X	ORIENTATION_Y	ORIENTATION_Z	ANGVELOCITY_X	ANGVELOCITY_Y	ANGVELOCITY_Z	LINEARACCEL_X	LINEARACCEL_Y	LINEARACCEL_Z	MAGNETOMETER_X	MAGNETOMETER_Y	MAGNETOMETER_Z	ACCELEROMETER_X	ACCELEROMETER_Y	ACCELEROMETER_Z	GRAVITY_X	GRAVITY_Y	GRAVITY_Z	
4049209 5.63	39.00	86.31	1.44	0.00	0.00	0.00	0.02	0.01	-0.10	-44.06	20.25	1.50	9.81	-0.21	0.57	9.78	-0.25	0.57	
4049288 5.64	39.00	86.31	1.44	-0.01	-0.00	0.00	0.06	0.04	-0.03	-44.50	21.06	3.56	9.82	-0.27	0.47	9.78	-0.25	0.57	
4049368 5.70	39.00	86.31	1.44	0.01	-0.00	-0.00	0.02	0.10	0.05	-45.25	19.88	1.88	9.84	-0.12	0.61	9.78	-0.25	0.57	
4049448 5.71	39.00	86.31	1.44	0.01	0.00	-0.00	0.04	0.04	0.00	-44.50	20.25	3.19	9.82	-0.20	0.56	9.78	-0.25	0.57	
4049525 5.70	39.00	86.31	1.44	-0.00	-0.01	0.00	0.00	-0.03	0.23	-44.50	20.69	2.38	9.79	-0.28	0.80	9.78	-0.25	0.57	
4049605 5.74	39.00	86.31	1.44	-0.01	-0.00	0.00	0.03	-0.03	0.11	-45.19	20.69	2.38	9.81	-0.28	0.68	9.78	-0.25	0.57	
4049683 5.66	39.00	86.31	1.44	0.00	-0.00	0.00	0.04	-0.03	-0.14	-44.88	20.25	1.88	9.83	-0.29	0.42	9.78	-0.25	0.57	
4049761 5.64	39.00	86.31	1.44	0.01	-0.00	0.00	0.02	0.07	-0.01	-44.50	20.69	1.50	9.81	-0.18	0.55	9.78	-0.25	0.57	
4049840 5.59	39.00	86.31	1.44	-0.01	0.00	-0.00	0.03	-0.04	0.03	-44.88	21.06	2.75	9.83	-0.27	0.55	9.78	-0.25	0.57	
4049920 5.55	39.00	86.31	1.44	-0.00	-0.00	0.00	0.05	-0.03	0.04	-44.06	20.25	2.25	9.80	-0.22	0.49	9.78	-0.25	0.57	
4049999 5.56	39.00	86.31	1.44	0.00	-0.00	0.00	0.04	0.07	0.08	-44.88	20.25	2.25	9.83	-0.17	0.65	9.78	-0.25	0.57	
4050078 5.56	39.00	86.31	1.44	-0.01	-0.00	0.00	0.04	0.03	0.06	-44.88	20.25	2.38	9.83	-0.21	0.63	9.78	-0.25	0.57	
4050158 5.55	39.06	86.31	1.44	-0.02	-0.00	0.01	0.06	-0.08	-0.08	-45.56	20.25	1.88	9.85	-0.33	0.48	9.78	-0.25	0.57	
4050238 5.57	39.06	86.31	1.44	-0.01	0.00	0.00	0.05	0.10	0.00	-44.88	20.69	2.25	9.84	-0.14	0.57	9.78	-0.25	0.57	
4050318 5.56	39.06	86.31	1.44	0.01	0.00	-0.00	0.07	0.06	-0.02	-44.50	20.25	3.56	9.85	-0.18	0.54	9.78	-0.25	0.57	
4050398 5.56	39.06	86.31	1.44	0.01	-0.00	-0.00	0.05	-0.07	-0.02	-44.88	20.69	3.19	9.83	-0.32	0.54	9.78	-0.25	0.57	
4050474 5.51	39.06	86.31	1.44	-0.01	0.00	-0.00	0.01	-0.07	0.02	-45.25	19.88	2.75	9.80	-0.33	0.59	9.78	-0.25	0.57	
4050553 5.44	39.06	86.31	1.44	-0.00	-0.00	0.00	0.05	0.00	0.09	-44.88	20.25	3.19	9.81	-0.29	0.55	9.78	-0.25	0.57	
4050631 5.44	39.06	86.31	1.44	0.00	-0.00	0.00	0.04	0.05	-0.07	-44.88	20.25	3.56	9.81	-0.21	0.58	9.78	-0.25	0.57	
4050711 5.52	39.06	86.31	1.44	0.00	-0.00	0.00	0.04	0.07	-0.18	-44.88	20.69	4.00	9.85	-0.21	0.59	9.78	-0.25	0.57	
4050791 5.57	39.06	86.31	1.44	0.00	0.00	-0.00	0.03	-0.04	-0.04	-44.06	20.69	1.88	9.85	-0.22	0.39	9.78	-0.25	0.57	
4050871 5.54	39.06	86.31	1.44	-0.00	0.00	0.00	0.02	-0.06	0.13	-44.50	20.25	2.25	9.85	-0.30	0.51	9.78	-0.25	0.57	
4050951 5.58	39.06	86.31	1.44	-0.00	0.00	0.00	0.02	-0.03	0.10	-45.19	20.69	2.38	9.80	-0.28	0.67	9.78	-0.25	0.57	
4051029 5.61	39.06	86.31	1.44	0.00	0.00	0.00	0.04	0.00	0.01	-44.88	20.25	2.75	9.83	-0.24	0.58	9.78	-0.25	0.57	
4051109 5.59	39.06	86.31	1.44	-0.00	0.00	0.00	0.03	0.01	0.02	-45.88	21.06	2.38	9.81	-0.23	0.59	9.78	-0.25	0.57	
4051189 5.63	39.06	86.31	1.44	0.00	0.00	0.00	0.05	0.00	-0.02	-45.25	20.69	3.19	9.83	-0.24	0.54	9.78	-0.25	0.57	
4051315 5.64	39.06	86.31	1.44	-0.00	0.00	-0.00	-0.01	-0.05	0.05	-44.88	19.88	2.25	9.77	-0.30	0.62	9.78	-0.25	0.57	
4051394 5.64	39.06	86.31	1.44	-0.00	0.00	-0.00	0.02	0.09	-0.09	-44.88	20.69	1.50	9.81	-0.25	0.61	9.78	-0.25	0.57	
4051473 5.60	39.06	86.31	1.44	0.00	0.00	-0.00	0.03	-0.05	0.12	-45.25	20.25	1.88	9.79	-0.19	0.49	9.78	-0.25	0.57	
4051553 5.57	39.06	86.31	1.44	0.00	-0.00	0.00	0.00	0.12	0.00	-44.88	20.25	3.19	9.79	-0.12	0.56	9.78	-0.25	0.57	
4051631 5.61	39.06	86.31	1.44	-0.01	0.00	0.00	0.06	-0.06	0.00	-44.50	19.88	1.88	9.84	-0.32	0.56	9.78	-0.25	0.57	
4051711 5.60	39.06	86.31	1.44	-0.01	-0.00	0.00	0.02	0.04	0.02	-44.88	20.69	2.75	9.80	-0.20	0.59	9.78	-0.25	0.57	
4051791 5.63	39.06	86.31	1.44	0.01	-0.00	-0.00	0.04	0.00	0.02	-44.50	20.69	3.56	9.82	-0.25	0.59	9.78	-0.25	0.57	
4051871 5.69	39.06	86.31	1.44	0.01	-0.00	-0.00	0.08	0.10	-0.30	-43.75	20.69	3.19	9.87	-0.14	0.26	9.78	-0.25	0.57	
4051951 5.69	39.06	86.31	1.44	-0.00	0.00	-0.00	0.03	0.06	-0.07	-44.06	20.25	2.75	9.82	-0.18	0.49	9.78	-0.25	0.57	
4052028 5.65	39.00	86.31	1.44	-0.01	0.00	0.00	0.06	-0.05	0.08	-45.25	20.25	2.75	9.85	-0.31	0.65	9.78	-0.25	0.57	
4052106 5.61	39.00	86.31	1.44	-0.01	-0.01	0.00	0.07	0.01	-0.03	-44.50	21.38	1.88	9.81	-0.27	0.60	9.78	-0.25	0.57	
4052184 5.61	39.00	86.31	1.44	0.01	-0.00	0.00	0.05	-0.15	0.03	-44.06	20.25	3.56	9.81	-0.26	0.62	9.78	-0.25	0.57	
4052264 5.59	39.00	86.31	1.44	0.00	-0.00	0.00	0.03	-0.05	-0.04	-45.25	20.69	1.88	9.84	-0.45	0.62	9.78	-0.25	0.57	
4052344 5.60	39.00	86.31	1.44	-0.01	-0.00	0.00	0.02	-0.05	-0.08	-45.19	20.25	2.75	9.82	-0.33	0.51	9.78	-0.25	0.57	
4052424 5.57	39.00	86.31	1.44	0.01	-0.00	-0.00	0.05	0.11	-0.05	-44.88	19.88	2.75	9.84	-0.22	0.55	9.78	-0.25	0.57	
4052504 5.63	39.00	86.31	1.44	0.00	0.00	-0.00	0.06	0.05	-0.01	-44.50	20.25	1.50	9.84	-0.20	0.55	9.78	-0.25	0.57	
4052582 5.68	39.00	86.31	1.44	-0.02	-0.01	-0.00	0.00	-0.07	-0.03	-43.75	19.88	3.56	9.79	-0.33	0.53	9.78	-0.25	0.57	
4052660 5.64	39.00	86.31	1.44	0.02	-0.00	0.00	0.05	0.04	-0.04	-44.50	20.69	1.50	9.84	-0.20	0.52	9.78	-0.25	0.57	
4052738 5.67	39.00	86.31	1.44	0.00	-0.01	0.00	0.08	0.01	-0.15	-44.06	19.25	3.19	9.86	-0.23	0.41	9.78	-0.25	0.57	
4052817 5.63	39.00	86.31	1.44	-0.00	-0.00	0.00	0.04	0.00	0.06	-45.25	20.25	1.88	9.83	-0.22	0.55	9.78	-0.25	0.57	
4052896 5.62	39.00	86.31	1.44	0.01	0.00	-0.00	0.04	-0.11	-0.04	-44.88	20.25	2.25	9.87	-0.50	0.59	9.78	-0.25	0.57	
4052976 5.64	38.94	86.31	1.44	0.01	0.00	-0.00	0.04	-0.45	0.05	-44.50	19.88	1.88	9.83	-0.47	0.59	9.78	-0.25	0.57	
4053056 5.64	38.56	86.31	1.38	0.10	0.00	-0.01	-0.04	-0.59	0.21	-44.06	21.06	1.88	9.74	-0.83	0.79	9.78	-0.24	0.57	
4053133 5.59	36.00	86.44	1.25	0.79	-0.03	-0.01	0.09	1.16	-0.06	-45.56	20.25	1.50	9.88	0.94	0.50	9.78	-0.21	0.56	
4053211 5.68	35.56	86.44	1.19	0.01	-0.00	0.01	0.03	-0.15	0.00	-44.06	20.25	2.75	9.81	-0.36	0.57	9.78	-0.20	0.56	
4053290 5.69	35.62	86.44	1.19	0.03	0.00	0.01	0.04	0.41	0.11	-43.75	20.69	0.69	9.82	0.20	0.67	9.78	-0.21	0.56	
4053368 5.73	35.88	86.38	1.31	-0.02	0.01	0.01	0.04	0.07	0.28	-45.19	20.69	2.38	9.79	-0.03	0.71	9.78	-0.22	0.56	
4053448 5.71	35.94	86.38	1.38	-0.13	0.01	0.03	-0.07	-0.29	0.56	-45.25	19.88	1.06	9.54	-0.84	1.03	9.78	-0.24	0.56	
4053528 5.67	36.44	86.38	1.50	-0.05	0.00	0.01	0.10	-0.25	0.20	-45.25	19.56	1.88	9.76	-0.66	0.95	9.78	-0.25	0.56	
4053608 5.64	36.44	86.38	1.50	-0.00	0.01	0.00	0.07	-0.06	-0.10	-44.88	20.56	1.50	9.86	-0.32	0.45	9.78	-0.25	0.56	
4053686 5.57	36.38	86.38	1.50	0.03	0.01	-0.01	0.09	0.02	0.12	-44.88	21.00	1.50	9.88	-0.22	0.68	9.78	-0.25	0.56	
4053766 5.61	36.38	86.38	1.50	0.02	0.00	-0.00	0.04	-0.03	0.32	-44.88	21.00	2.75	9.82	-0.29	0.88	9.78	-0.25	0.56	
4053846 5.68	36.19	86.38	1.44	0.08	-0.00	-0.00	0.07	0.09	0.07	-44.88	20.56	1.06	9.85	-0.16	0.63	9.78	-0.25	0.56	
4053926 5.70	36.12	86.38	1.44	0.01	-0.00	0.01	0.03	0.04	0.16	-44.88	21.00	1.88	9.81	-0.20	0.72	9.78	-0.25	0.56	
4054006 5.75	36.19	86.38	1.44	-0.03	-0.00	0.01	0.06	0.01	0.02	-44.50	21.25	1.50	9.85	-0.23	0.59	9.78	-0.25	0.56	
4054083 5.72	36.44	86.38	1.50	0.00	-0.00	0.01	0.07	-0.21	0.00	-44.06	20.56	2.25	9.86	-0.47	0.55	9.78	-0.25	0.56	
4054160 5.76	36.44	86.38	1.50	0.00	-0.00	-0.00	0.04	0.11	-0.07	-44.88	20.56	2.25	9.85	-0.22	0.62	9.78	-0.25	0.56	
4054238 5.76	36.44	86.31	1.50	0.04	0.00	-0.00	0.05	0.16	0.03	-44.88	20.56	1.50	9.83	-0.09	0.59	9.78	-0.25	0.56	
4054318 5.80	36.44	86.38	1.50	0.02	-0.00	-0.00	0.03	0.02	0.01	-44.06	20.56	1.88	9.81	-0.23	0.57	9.78	-0.25	0.56	
4054395 5.79	36.44	86.38	1.50	-0.01	0.00	0.01	0.01	-0.09	0.00	-44.50	20.56	1.06	9.80	-0.34	0.57	9.78	-0.25	0.56	
4054472 5.82	36.44	86.31	1.50	-0.02	-0.00	0.01	0.05	-0.01	-0.01	-44.88	21.00	0.69	9.83	-0.27	0.55	9.78	-0.25	0.56	
4054551 5.76	36.50	86.31	1.50	0.00	-0.00	0.00	0.04	0.01	0.03	-44.88	21.25	1.06	9.84	-0.15	0.52	9.78	-0.25	0.56	
4054630 5.73	36.50	86.31	1.50	0.01	-0.00	0.00	0.02	-0.03	0.06	-44.88	21.00	0.69	9.83	-0.28	0.59	9.78	-0.26	0.56	
4054710 5.78	36.50	86.31	1.50	0.01	0.00	0.00	0.06	-0.05	0.00	-45.25	21.25	1.88	9.84	-0.31	0.55	9.78	-0.25	0.56	
4054788 5.79	36.44	86.31	1.50	0.01	0.00	-0.00	0.07	0.01	0.04	-45.25	21.69	3.19	9.86	-0.24	0.61	9.78	-0.25	0.56	
4054868 5.83	36.31	86.31	1.50	0.02	0.00	0.00	0.04	0.07	0.07	-44.06	21.00	1.50	9.82	-0.18	0.63	9.78	-0.25	0.56	
4054948 5.86	36.50	86.31	1.50	-0.07	-0.00	0.01	0.03	-0.04	0.02	-44.88	20.19	1.50	9.81	-0.30	0.58	9.78	-0.25	0.56	
4055028 5.89	36.56	86.31	1.50	-0.03	0.00	0.00	0.02	-0.01	0.04	-44.06	21.25	1.50	9.81	-0.27	0.61	9.78	-0.26	0.56	
4055108 5.84	36.56	86.31	1.50	0.01	-0.00	-0.00	0.05	0.00	0.03	-44.50	20.56	2.25	9.83	-0.25	0.60	9.78	-0.26	0.56	
4055185 5.90	36.56	86.31	1.50	0.01	0.00	-0.00	0.03	0.00	0.00	-44.06	21.69	0.69	9.82	-0.26	0.56	9.78	-0.26	0.56	
4055263 5.83	36.50	86.31	1.50	0.01	0.00	-0.00	0.04	0.00	0.04	-44.50	20.56	1.88	9.81	-0.26	0.61	9.78	-0.26	0.56	
4055341 5.83	36.38	86.31	1.50	0.03	0.00	-0.00	0.02	0.08	-0.04	-44.06	21.25	0.69	9.82	-0.21	0.57	9.78	-0.25	0.56	
4055421 5.86	36.44	86.31	1.50	-0.01	0.00	0.00	0.02	0.00	0.00	-45.25	20.56	0.69	9.80	-0.28	0.57	9.78	-0.25	0.56	
4055501 5.86	36.56	86.31	1.50	0.01	0.00	0.00	0.04	-0.12	0.00	-44.50	21.00	0.69	9.83	-0.33	0.61	9.78	-0.26	0.56	
4055581 5.85	36.56	86.31	1.50	0.01	0.00	-0.00	0.06	-0.02	0.01	-44.50	21.00	1.88	9.86	-0.27	0.57	9.78	-0.26	0.56	
4055662 5.84	36.56	86.31	1.50	0.01	-0.00	-0.00	0.03	0.01	-0.01	-45.56	20.19	2.25	9.82	-0.24	0.54	9.78	-0.26	0.56	
4055739 5.72	36.56	86.31	1.50	0.01	0.00	-0.00	0.02	0.01	-0.02	-45.25	21.00	2.25	9.81	-0.24	0.53	9.78	-0.26	0.56	
4055818 5.74	36.50	86.31	1.50	0.05	-0.00	-0.01	0.06	0.00	-0.01	-44.88	21.00	2.25	9.84	-0.26	0.54	9.78	-0.25	0.56	
4055895 5.72	36.31	86.31	1.50	0.02	0.00	0.00	0.04	0.00	0.07	-44.50	20.56	1.50	9.83	-0.24	0.63	9.78	-0.25	0.56	
4055974 5.76	36.31	86.31	1.50	0.01	-0.00	-0.00	0.04	-0.01	0.05	-44.50	21.25	1.06	9.83	-0.28	0.58	9.78	-0.25	0.56	
4056053 5.70	36.25	86.31	1.50	-0.01	0.00	0.00	0.05	0.07	0.00	-43.75	21.00	1.50	9.83	-0.26	0.57	9.78	-0.25	0.56	
4056134 5.74	36.25	86.31	1.50	0.01	-0.00	0.00	0.04	0.04	0.00	-44.06	20.56	1.06	9.83	-0.22	0.56	9.78	-0.25	0.56	
4056213 5.82	36.25	86.31	1.50	-0.00	-0.00	0.00	0.05	0.00	-0.04	-43.75	21.00	1.06	9.83	-0.25	0.52	9.78	-0.25	0.56	
4056292 5.86	36.25	86.31	1.50	-0.00	0.00	0.00	0.05	0.11	-0.07	-43.75	21.25	1.50	9.84	-0.14	0.48	9.78	-0.25	0.56	
4056372 5.88	36.25	86.31	1.50	0.01	-0.00	-0.00	0.04	0.07	-0.01	-44.50	20.56	1.06	9.82	-0.18	0.55	9.78	-0.25	0.56	
4056452 5.82	36.25	86.31	1.50	-0.02	-0.00	0.00	0.08	0.09	0.02	-44.88	21.69	2.75	9.87	-0.16	0.58	9.78	-0.25	0.56	
4056532 5.86	36.25	86.31	1.50	-0.00	0.00	-0.00	0.03	0.07	0.09	-44.50	21.00	1.88	9.81	-0.18	0.66	9.78	-0.25	0.56	
4056612 5.81	36.31	86.31	1.50	0.00	-0.00	-0.00	0.05	-0.06	0.02	-44.50	21.00	1.06	9.84	-0.32	0.59	9.78	-0.25	0.56	
4056689 5.78	36.31	86.31	1.50	0.00	0.00	0.00	0.03	0.06	0.10	-45.25	20.56	1.88	9.82	-0.19	0.66	9.78	-0.25	0.56	
4056766 5.79	36.31	86.31	1.50	0.01	-0.00	0.00	0.01	0.09	-0.01	-44.06	20.56	2.25	9.86	-0.25	0.56	9.78	-0.25	0.56	
4056845 5.82	36.31	86.31	1.50	-0.00	0.00	-0.00	0.03	0.09	0.06	-44.50	21.25	1.88	9.85	-0.26	0.63	9.78	-0.25	0.56	
4056925 5.88	36.31	86.31	1.50	-0.01	0.00	-0.00	0.05	0.08	0.00	-44.88	21.25	1.06	9.82	-0.28	0.63	9.78	-0.25	0.56	
4057005 5.80	36.31	86.31	1.50	0.00	-0.00	-0.00	0.05	0.00	-0.05	-44.50	21.00	1.06	9.81	-0.30	0.58	9.78	-0.25	0.56	
4057085 5.78	36.31	86.31	1.50	0.01	-0.00	0.00	0.04	0.07	0.01	-45.25	20.56	1.50	9.83	-0.20	0.57	9.78	-0.25	0.56	
4057165 5.76	36.25	86.31	1.50	0.01	-0.00	0.00	0.06	0.10	0.01	-44.50	20.56	1.88	9.84	-0.15	0.58	9.78	-0.25	0.56	
4057242 5.73	36.25	86.31	1.50	0.00	0.00	-0.00	0.05	0.02	0.01	-44.50	21.25	2.75	9.84	-0.23	0.58	9.78	-0.25	0.56	
4057321 5.75	36.25	86.31	1.50	-0.00	0.00	0.00	0.05	-0.01	0.00	-44.88	20.56	1.88	9.84	-0.27	0.56	9.78	-0.25	0.56	
4057399 5.67	36.25	86.31	1.50	0.01	0.00	-0.00	0.03	0.03	0.03	-44.50	21.00	1.88	9.82	-0.21	0.59	9.78	-0.25	0.56	
4057477 5.71	36.25	86.31	1.50	-0.00	-0.00	0.00	0.03	0.03	0.00	-44.50	20.56	0.25	9.82	-0.22	0.58	9.78	-0.25	0.56	
4057557 5.69	36.25	86.31	1.50	0.00	-0.00	0.00	0.05	-0.01	0.00	-44.88	20.56	1.06	9.84	-0.24	0.52	9.78	-0.25	0.56	
4057637 5.70	36.25	86.31	1.50	0.01	-0.00	0.00	0.04	0.00	0.03	-44.88	20.56	0.69	9.81	-0.18	0.55	9.78	-0.25	0.56	
4057717 5.70	36.25	86.31	1.50	0.01	0.00	-0.00	0.03	0.07	0.00	-44.50	20.56	1.50	9.81	-0.18	0.56	9.78	-0.25	0.56	
4057795 5.77	36.25	86.31	1.50	0.01	0.00	-0.00	0.04	0.00	-0.01	-44.88	21.00	1.06	9.83	-0.24	0.55	9.78	-0.25	0.56	
4057875 5.70	36.25	86.31	1.50	-0.00	-0.00	0.00	0.05	0.00	-0.01	-44.06	20.56	1.06	9.84	-0.24	0.54	9.78	-0.25	0.56	
4057955 5.65	36.25	86.31	1.50	-0.01	0.00	0.00	0.04	0.09	0.00	-44.88	21.00	0.69	9.83	-0.16	0.57	9.78	-0.25	0.56	
4058036 5.60	36.25	86.31	1.50	0.00	0.00	-0.00	0.02	0.03	0.02	-45.25	19.75	1.06	9.80	-0.22	0.58	9.78	-0.25	0.56	
4058116 5.61	36.25	86.31	1.50	-0.01	-0.00	0.00	0.04	-0.02	0.05	-45.25	20.56	1.06	9.83	-0.28	0.61	9.78	-0.25	0.56	
4058192 5.64	36.25	86.31	1.50	0.01	-0.00	-0.00	0.04	-0.01	0.00	-44.06	20.19	1.06	9.83	-0.26	0.55	9.78	-0.25	0.56	
4058270 5.65	36.25	86.31	1.50	-0.01	-0.00	0.00	0.06	-0.01	-0.05	-44.50	21.25	1.88	9.84	-0.22	0.56	9.78	-0.25	0.56	
4058348 5.71	36.25	86.31	1.50	0.00	-0.00	0.00	0.01	0.12	0.07	-44.50	21.00	1.06	9.82	-0.21	0.66	9.78	-0.25	0.56	
4058428 5.74	36.25	86.31	1.50	0.01	-0.00	0.00	0.03	0.05	-0.01	-45.25	20.19	1.50	9.82	-0.25	0.63	9.78	-0.25	0.56	
4058508 5.71	36.25	86.31	1.50	-0.01	0.00	0.00	0.05	-0.05	-0.01	-44.88	20.56	1.88	9.82	-0.23	0.61	9.78	-0.25	0.56	
4058588 5.73	36.25	86.31	1.50	0.00	0.00	-0.00	0.02	0.08	0.02	-44.50	20.56	0.69	9.83	-0.20	0.55	9.78	-0.25	0.56	
4058668 5.68	36.25	86.31	1.50	0.00	-0.00	0.00	0.04	-0.02	0.04	-44.06	20.19	2.25	9.82	-0.28	0.60	9.78	-0.25	0.56	
4058746 5.66	36.25	86.31	1.50	-0.01	-0.00	0.00	0.04	0.03	0.00	-44.06	21.00	1.88	9.83	-0.21	0.56	9.78	-0.25	0.56	
4058825 5.68	36.25	86.31	1.50	0.01	-0.00	0.00	0.03	0.08	0.03	-45.25	20.19	1.88	9.81	-0.17	0.59	9.78	-0.25	0.56	
4058903 5.63	36.25	86.31	1.50	-0.01	-0.00	0.00	0.03	0.01	-0.02	-44.88	20.56	1.06	9.81	-0.24	0.54	9.78	-0.25	0.56	
4058981 5.62	36.25	86.31	1.50	0.01	-0.00	0.00	0.05	0.09	0.04	-44.06	21.00	1.88	9.80	-0.18	0.58	9.78	-0.25	0.56	
4059061 5.64	36.25	86.31	1.50	-0.00	-0.00	-0.00	0.04	-0.01	0.02	-44.06	21.25	1.06	9.83	-0.28	0.56	9.78	-0.25	0.56	
4059140 5.65	36.25	86.31	1.50	0.01	-0.00	-0.00	0.03	0.08	-0.01	-44.88	19.75	2.25	9.82	-0.21	0.55	9.78	-0.25	0.56	
4059220 5.62	36.25	86.31	1.50	0.00	0.00	-0.00	0.04	0.00	0.01	-44.50	20.56	1.88	9.82	-0.25	0.58	9.78	-0.25	0.56	
4059299 5.61	36.25	86.31	1.50	0.01	0.00	0.00	0.04	0.07	0.03	-44.50	20.19	1.06	9.83	-0.18	0.60	9.78	-0.25	0.56	
4059379 5.60	36.25	86.31	1.50	-0.01	0.00	-0.00	0.03	-0.03	0.00	-44.50	20.19	1.88	9.81	-0.29	0.57	9.78	-0.25	0.56	
4059459 5.66	36.25	86.31	1.50	0.00	-0.00	0.00	0.02	0.02	0.02	-45.25	20.56	1.88	9.80	-0.22	0.58	9.78	-0.25	0.56	
4059539 5.60	36.25	86.31	1.50	-0.00	-0.00	0.00	0.03	0.05	-0.02	-44.88	20.19	1.50	9.81	-0.20	0.54	9.78	-0.25	0.56	
4059619 5.63	36.25	86.31	1.50	-0.00	-0.00	0.00	0.03	-0.01	-0.02	-44.06	20.56	1.50	9.81	-0.26	0.53	9.78	-0.25	0.56	
4059695 5.61	36.25	86.31	1.50	0.00	0.00	0.00	0.03	0.05	0.01	-44.06	20.19	1.88	9.81	-0.20	0.57	9.78	-0.25	0.56	
4059773 5.54	36.25	86.31	1.50	0.00	0.00	0.00	0.03	-0.01	0.05	-44.06	21.25	1.50	9.81	-0.28	0.60	9.78	-0.25	0.56	
4059851 5.53	36.25	86.31	1.50	-0.00	0.00	0.00	0.03	0.00	0.02	-44.88	21.69	1.06	9.83	-0.24	0.58	9.78	-0.25	0.56	
4059932 5.51	36.25	86.31	1.50	0.01	-0.00	-0.00	0.04	0.02	0.00	-44.50	21.25	1.06	9.81	-0.22	0.61	9.78	-0.25	0.56	
4060012 5.45	36.25	86.31	1.50	0.00	-0.00	0.00	0.05	0.04	-0.02	-44.06	21.25	1.06	9.83	-0.21	0.55	9.78	-0.25	0.56	
4060092 5.47	36.25	86.31	1.50	0.01	-0.01	0.00	0.05	0.05	0.01	-44.50	20.56	1.88	9.84	-0.26	0.55	9.78	-0.25	0.56	
4060172 5.50	36.25	86.31	1.50	-0.02	-0.00	0.00	0.05	0.02	0.04	-43.75	20.19	1.06	9.83	-0.23	0.61	9.78	-0.25	0.56	
4060249 5.49	36.25	86.31	1.50	0.01	0.00	0.00	0.03	0.05	0.04	-44.06	20.56	2.38	9.82	-0.20	0.60	9.78	-0.25	0.56	
4060328 5.48	36.25	86.31	1.50	-0.00	-0.00	0.00	0.03	0.00	0.03	-44.88	21.00	1.88	9.81	-0.24	0.60	9.78	-0.25	0.56	
4060406 5.45	36.25	86.31	1.50	0.00	-0.00	-0.00	0.07	0.04	0.00	-44.88	20.56	1.06	9.86	-0.21	0.55	9.78	-0.25	0.56	
4060485 5.45	36.25	86.31	1.50	-0.01	-0.01	0.00	0.04	0.04	0.03	-44.50	21.25	2.25	9.84	-0.24	0.54	9.78	-0.25	0.56	
4060564 5.49	36.25	86.31	1.50	0.01	-0.00	0.00	0.04	0.10	0.00	-44.50	20.19	0.69	9.81	-0.15	0.57	9.78	-0.25	0.56	
4060644 5.54	36.31	86.31	1.50	-0.01	0.00	0.00	0.05	-0.06	0.00	-44.88	19.75	1.06	9.82	-0.30	0.52	9.78	-0.25	0.56	
4060724 5.57	36.31	86.31	1.50	-0.01	0.00	0.00	0.04	-0.01	0.03	-44.50	21.00	1.88	9.83	-0.26	0.59	9.78	-0.25	0.56	
4060802 5.58	36.31	86.31	1.50	0.01	-0.00	-0.00	0.05	0.04	-0.02	-44.88	21.25	1.50	9.83	-0.21	0.54	9.78	-0.25	0.56	
4060882 5.53	36.31	86.31	1.50	-0.00	-0.00	-0.00	0.04	0.06	0.06	-44.88	21.00	2.38	9.82	-0.19	0.62	9.78	-0.25	0.56	
4060962 5.59	36.25	86.31	1.50	-0.00	-0.00	0.00	0.06	0.06	0.02	-44.06	20.56	1.50	9.84	-0.19	0.58	9.78	-0.25	0.56	
4061042 5.57	36.25	86.31	1.50	-0.01	0.00	0.00	0.04	0.02	0.02	-45.25	20.19	1.88	9.82	-0.22	0.59	9.78	-0.25	0.56	
4061131 5.49	36.31	86.31	1.50	0.00	-0.00	0.00	0.05	0.03	0.00	-44.88	20.19	1.50	9.83	-0.22	0.57	9.78	-0.25	0.56	
4061210 5.53	36.31	86.31	1.50	0.00	0.00	-0.00	0.05	0.00	0.00	-44.88	21.25	1.06	9.83	-0.25	0.56	9.78	-0.25	0.56	
4061289 5.49	36.31	86.31	1.50	-0.01	-0.00	-0.00	0.01	-0.08	0.02	-44.50	21.00	1.06	9.80	-0.33	0.58	9.78	-0.25	0.56	
4061368 5.49	36.31	86.31	1.50	0.01	-0.00	-0.00	0.04	0.08	0.01	-44.50	20.56	0.69	9.83	-0.17	0.57	9.78	-0.25	0.56	
4061447 5.51	36.31	86.31	1.50	0.01	-0.00	-0.00	0.05	0.09	0.00	-44.06	19.50	2.38	9.83	-0.16	0.56	9.78	-0.25	0.56	
4061527 5.51	36.31	86.31	1.50	-0.01	-0.00	0.00	0.06	0.00	0.00	-44.88	21.00	1.88	9.82	-0.26	0.58	9.78	-0.25	0.56	
4061605 5.51	36.31	86.31	1.50	-0.01	0.00	0.00	0.02	0.00	0.00	-44.88	20.56	1.50	9.83	-0.22	0.59	9.78	-0.25	0.56	
4061685 5.57	36.31	86.31	1.50	0.00	0.00	0.00	0.04	0.02	0.03	-44.88	21.25	2.75	9.83	-0.24	0.59	9.78	-0.25	0.56	
4061765 5.57	36.31	86.31	1.50	-0.00	0.00	-0.00	0.04	0.02	0.01	-44.88	21.00	0.69	9.82	-0.23	0.57	9.78	-0.25	0.56	
4061845 5.52	36.31	86.31	1.50	-0.00	-0.00	0.00	0.05	0.01	0.01	-45.25	20.19	1.50	9.84	-0.23	0.58	9.78	-0.25	0.56	
